image,event,date,second,milisecond,tweek,f_min<2kHz
ch2_20141130_185033_152_s11-T1.jpg,1,20141130_185033,11,588,1,1
ch2_20141130_185033_152_s110-T1.jpg,1,20141130_185033,110,903,1,1
ch2_20141130_185033_152_s36-T1.jpg,1,20141130_185033,36,550,1,1
ch2_20141130_185033_152_s36-T2.jpg,2,20141130_185033,36,580,1,1
ch2_20141130_185033_152_s37-T1.jpg,1,20141130_185033,37,189,1,1
ch2_20141130_185033_152_s37-T2.jpg,2,20141130_185033,37,474,1,1
ch2_20141130_185033_152_s38-T1.jpg,1,20141130_185033,38,327,1,1
ch2_20141130_185033_152_s56-T1.jpg,1,20141130_185033,56,182,1,1
ch2_20141130_185033_152_s56-T2.jpg,2,20141130_185033,56,395,1,1
ch2_20141130_185033_152_s9-T1.jpg,1,20141130_185033,9,130,1,1
ch2_20141130_185033_152_s9-T2.jpg,2,20141130_185033,9,170,1,1
ch2_20141130_185033_152_s9-T3.jpg,3,20141130_185033,9,239,1,1
ch2_20141130_185033_152_s9-T4.jpg,4,20141130_185033,9,453,1,1
ch2_20141130_185533_304_s103-T1.jpg,1,20141130_185533,103,572,1,1
ch2_20141130_185533_304_s103-T2.jpg,2,20141130_185533,103,588,1,1
ch2_20141130_185533_304_s39-T1.jpg,1,20141130_185533,39,103,1,1
ch2_20141130_185533_304_s39-T2.jpg,2,20141130_185533,39,173,1,1
ch2_20141130_185533_304_s41-T1.jpg,1,20141130_185533,41,169,1,1
ch2_20141130_185533_304_s41-T2.jpg,2,20141130_185533,41,286,1,1
ch2_20141130_185533_304_s41-T3.jpg,3,20141130_185533,41,317,1,0
ch2_20141130_185533_304_s41-T4.jpg,4,20141130_185533,41,822,1,0
ch2_20141130_185533_304_s58-T1.jpg,1,20141130_185533,58,50,1,1
ch2_20141130_185533_304_s7-T1.jpg,1,20141130_185533,7,682,1,1
ch2_20141130_190033_449_s117-T1.jpg,1,20141130_190033,117,401,1,1
ch2_20141130_190033_449_s20-T1.jpg,1,20141130_190033,20,320,1,1
ch2_20141130_190033_449_s23-T1.jpg,1,20141130_190033,23,47,1,1
ch2_20141130_190033_449_s58-T1.jpg,1,20141130_190033,58,442,1,1
ch2_20141130_190033_449_s86-T1.jpg,1,20141130_190033,86,621,1,1
ch2_20141130_190533_599_s111-T1.jpg,1,20141130_190533,111,121,1,1
ch2_20141130_190533_599_s111-T2.jpg,2,20141130_190533,111,557,1,0
ch2_20141130_190533_599_s131-T1.jpg,1,20141130_190533,131,417,1,1
ch2_20141130_190533_599_s27-T1.jpg,1,20141130_190533,27,144,1,0
ch2_20141130_190533_599_s27-T2.jpg,2,20141130_190533,27,358,1,1
ch2_20141130_190533_599_s76-T1.jpg,1,20141130_190533,76,721,1,1
ch2_20141130_191033_751_s116-T1.jpg,1,20141130_191033,116,703,1,0
ch2_20141130_191033_751_s126-T1.jpg,1,20141130_191033,126,586,1,1
ch2_20141130_191033_751_s13-T1.jpg,1,20141130_191033,13,538,1,1
ch2_20141130_191033_751_s13-T2.jpg,2,20141130_191033,13,628,1,1
ch2_20141130_191033_751_s140-T1.jpg,1,20141130_191033,140,735,1,1
ch2_20141130_191033_751_s140-T2.jpg,2,20141130_191033,140,771,1,1
ch2_20141130_191033_751_s50-T1.jpg,1,20141130_191033,50,676,1,1
ch2_20141130_191033_751_s50-T2.jpg,2,20141130_191033,50,695,1,1
ch2_20141130_191533_894_s130-T1.jpg,1,20141130_191533,130,876,1,1
ch2_20141130_191533_894_s24-T1.jpg,1,20141130_191533,24,923,1,0
ch2_20141130_191533_894_s24-T2.jpg,2,20141130_191533,24,957,1,1
ch2_20141130_191533_894_s27-T1.jpg,1,20141130_191533,27,702,1,1
ch2_20141130_191533_894_s84-T1.jpg,1,20141130_191533,84,382,1,1
ch2_20141130_191533_894_s91-T1.jpg,1,20141130_191533,91,222,1,1
ch2_20141130_191533_894_s91-T2.jpg,2,20141130_191533,91,236,1,1
ch2_20141130_191533_894_s91-T3.jpg,3,20141130_191533,91,659,1,0
ch2_20141130_192034_076_s118-T1.jpg,1,20141130_192034,118,540,1,1
ch2_20141130_192034_076_s127-T1.jpg,1,20141130_192034,127,8,1,1
ch2_20141130_192034_076_s51-T1.jpg,1,20141130_192034,51,734,1,1
ch2_20141130_192534_215_s127-T1.jpg,1,20141130_192534,127,992,1,1
ch2_20141130_192534_215_s20-T1.jpg,1,20141130_192534,20,547,1,1
ch2_20141130_192534_215_s27-T1.jpg,1,20141130_192534,27,431,1,1
ch2_20141130_192534_215_s4-T1.jpg,1,20141130_192534,4,523,1,1
ch2_20141130_193034_356_s10-T1.jpg,1,20141130_193034,10,99,1,1
ch2_20141130_193034_356_s127-T1.jpg,1,20141130_193034,127,205,1,1
ch2_20141130_193034_356_s15-T1.jpg,1,20141130_193034,15,149,1,1
ch2_20141130_193034_356_s15-T2.jpg,2,20141130_193034,15,165,1,1
ch2_20141130_193034_356_s44-T1.jpg,1,20141130_193034,44,472,1,1
ch2_20141130_193034_356_s73-T1.jpg,1,20141130_193034,73,471,1,1
ch2_20141130_193034_356_s73-T2.jpg,2,20141130_193034,73,562,1,1
ch2_20141130_193034_356_s85-T1.jpg,1,20141130_193034,85,973,1,1
ch2_20141130_193534_502_s121-T1.jpg,1,20141130_193534,121,535,1,1
ch2_20141130_193534_502_s13-T1.jpg,1,20141130_193534,13,611,1,1
ch2_20141130_194034_679_s102-T1.jpg,1,20141130_194034,102,571,1,1
ch2_20141130_194034_679_s109-T1.jpg,1,20141130_194034,109,428,1,1
ch2_20141130_194034_679_s112-T1.jpg,1,20141130_194034,112,391,1,1
ch2_20141130_194034_679_s32-T1.jpg,1,20141130_194034,32,425,1,1
ch2_20141130_194534_829_s132-T1.jpg,1,20141130_194534,132,358,1,1
ch2_20141130_194534_829_s28-T1.jpg,1,20141130_194534,28,852,1,1
ch2_20141130_194534_829_s86-T1.jpg,1,20141130_194534,86,538,1,1
ch2_20141130_195034_991_s140-T1.jpg,1,20141130_195034,140,833,1,1
ch2_20141130_195034_991_s49-T1.jpg,1,20141130_195034,49,894,1,1
ch2_20141130_195034_991_s85-T1.jpg,1,20141130_195034,85,108,1,1
ch2_20141130_195034_991_s85-T2.jpg,2,20141130_195034,85,410,1,1
ch2_20141130_195034_991_s94-T1.jpg,1,20141130_195034,94,184,1,1
ch2_20141130_195535_139_s121-T1.jpg,1,20141130_195535,121,824,1,1
ch2_20141130_195535_139_s129-T1.jpg,1,20141130_195535,129,639,1,1
ch2_20141130_195535_139_s61-T1.jpg,1,20141130_195535,61,610,1,1
ch2_20141130_195535_139_s96-T1.jpg,1,20141130_195535,96,778,1,1
ch2_20141130_200035_280_s103-T1.jpg,1,20141130_200035,103,528,1,1
ch2_20141130_200035_280_s103-T2.jpg,2,20141130_200035,103,937,1,1
ch2_20141130_200035_280_s127-T1.jpg,1,20141130_200035,127,160,1,1
ch2_20141130_200035_280_s127-T2.jpg,2,20141130_200035,127,782,1,0
ch2_20141130_200035_280_s127-T3.jpg,3,20141130_200035,127,923,1,1
ch2_20141130_200035_280_s25-T1.jpg,1,20141130_200035,25,239,1,0
ch2_20141130_200035_280_s34-T1.jpg,1,20141130_200035,34,728,1,1
ch2_20141130_200535_473_s11-T1.jpg,1,20141130_200535,11,753,1,1
ch2_20141130_200535_473_s114-T1.jpg,1,20141130_200535,114,367,1,0
ch2_20141130_200535_473_s114-T2.jpg,2,20141130_200535,114,739,1,1
ch2_20141130_200535_473_s118-T1.jpg,1,20141130_200535,118,811,1,1
ch2_20141130_200535_473_s55-T1.jpg,1,20141130_200535,55,759,1,1
ch2_20141130_201035_646_s122-T1.jpg,1,20141130_201035,122,634,1,1
ch2_20141130_201035_646_s126-T1.jpg,1,20141130_201035,126,23,1,1
ch2_20141130_201035_646_s126-T2.jpg,2,20141130_201035,126,282,1,1
ch2_20141130_201035_646_s126-T3.jpg,3,20141130_201035,126,564,1,1
ch2_20141130_201035_646_s141-T1.jpg,1,20141130_201035,141,192,1,1
ch2_20141130_201035_646_s16-T1.jpg,1,20141130_201035,16,787,1,1
ch2_20141130_201035_646_s16-T2.jpg,2,20141130_201035,16,802,1,1
ch2_20141130_201535_794_s10-T1.jpg,1,20141130_201535,10,909,1,1
ch2_20141130_201535_794_s10-T2.jpg,2,20141130_201535,10,970,1,1
ch2_20141130_201535_794_s14-T1.jpg,1,20141130_201535,14,641,1,1
ch2_20141130_201535_794_s24-T1.jpg,1,20141130_201535,24,17,1,1
ch2_20141130_201535_794_s54-T1.jpg,1,20141130_201535,54,186,1,1
ch2_20141130_201535_794_s92-T1.jpg,1,20141130_201535,92,316,1,1
ch2_20141130_202035_946_s113-T1.jpg,1,20141130_202035,113,563,1,1
ch2_20141130_202035_946_s121-T1.jpg,1,20141130_202035,121,17,1,1
ch2_20141130_202035_946_s37-T1.jpg,1,20141130_202035,37,804,1,1
ch2_20141130_202035_946_s5-T1.jpg,1,20141130_202035,5,441,1,1
ch2_20141130_202536_094_s55-T1.jpg,1,20141130_202536,55,272,1,1
ch2_20141130_203036_277_s110-T1.jpg,1,20141130_203036,110,842,1,1
ch2_20141130_203036_277_s110-T2.jpg,2,20141130_203036,110,915,1,1
ch2_20141130_203036_277_s118-T1.jpg,1,20141130_203036,118,256,1,1
ch2_20141130_203036_277_s135-T1.jpg,1,20141130_203036,135,37,1,1
ch2_20141130_203036_277_s6-T1.jpg,1,20141130_203036,6,931,1,1
ch2_20141130_203036_277_s62-T1.jpg,1,20141130_203036,62,989,1,1
ch2_20141130_203036_277_s8-T1.jpg,1,20141130_203036,8,754,1,1
ch2_20141130_203036_277_s98-T1.jpg,1,20141130_203036,98,131,1,1
ch2_20141130_203536_426_s111-T1.jpg,1,20141130_203536,111,504,1,1
ch2_20141130_203536_426_s122-T1.jpg,1,20141130_203536,122,906,1,1
ch2_20141130_203536_426_s16-T1.jpg,1,20141130_203536,16,745,1,1
ch2_20141130_203536_426_s16-T2.jpg,2,20141130_203536,16,885,1,1
ch2_20141130_203536_426_s17-T1.jpg,1,20141130_203536,17,151,1,0
ch2_20141130_203536_426_s27-T1.jpg,1,20141130_203536,27,884,1,1
ch2_20141130_203536_426_s46-T1.jpg,1,20141130_203536,46,940,1,1
ch2_20141130_203536_426_s80-T1.jpg,1,20141130_203536,80,46,1,1
ch2_20141130_204036_592_s14-T1.jpg,1,20141130_204036,14,66,1,1
ch2_20141130_204036_592_s14-T2.jpg,2,20141130_204036,14,176,1,1
ch2_20141130_204036_592_s43-T1.jpg,1,20141130_204036,43,973,1,1
ch2_20141130_204036_592_s51-T1.jpg,1,20141130_204036,51,311,1,1
ch2_20141130_204036_592_s51-T2.jpg,2,20141130_204036,51,991,1,1
ch2_20141130_204036_592_s64-T1.jpg,1,20141130_204036,64,618,1,1
ch2_20141130_204036_592_s64-T2.jpg,2,20141130_204036,64,713,1,1
ch2_20141130_204036_592_s77-T1.jpg,1,20141130_204036,77,379,1,1
ch2_20141130_204036_592_s97-T1.jpg,1,20141130_204036,97,830,1,0
ch2_20141130_204536_736_s12-T1.jpg,1,20141130_204536,12,305,1,1
ch2_20141130_204536_736_s130-T1.jpg,1,20141130_204536,130,690,1,1
ch2_20141130_204536_736_s134-T1.jpg,1,20141130_204536,134,645,1,1
ch2_20141130_204536_736_s50-T1.jpg,1,20141130_204536,50,621,1,1
ch2_20141130_204536_736_s65-T1.jpg,1,20141130_204536,65,33,1,1
ch2_20141130_204536_736_s65-T2.jpg,2,20141130_204536,65,59,1,1
ch2_20141130_204536_736_s92-T1.jpg,1,20141130_204536,92,280,1,1
ch2_20141130_205036_880_s104-T1.jpg,1,20141130_205036,104,989,1,1
ch2_20141130_205036_880_s109-T1.jpg,1,20141130_205036,109,949,1,1
ch2_20141130_205036_880_s19-T1.jpg,1,20141130_205036,19,291,1,1
ch2_20141130_205036_880_s24-T1.jpg,1,20141130_205036,24,376,1,1
ch2_20141130_205036_880_s94-T1.jpg,1,20141130_205036,94,291,1,0
ch2_20141130_205036_880_s94-T2.jpg,2,20141130_205036,94,320,1,1
ch2_20141130_205537_025_s109-T1.jpg,1,20141130_205537,109,519,1,1
ch2_20141130_205537_025_s119-T1.jpg,1,20141130_205537,119,524,1,1
ch2_20141130_205537_025_s128-T1.jpg,1,20141130_205537,128,912,1,1
ch2_20141130_205537_025_s5-T1.jpg,1,20141130_205537,5,580,1,1
ch2_20141130_205537_025_s66-T1.jpg,1,20141130_205537,66,667,1,1
ch2_20141130_205537_025_s93-T1.jpg,1,20141130_205537,93,460,1,1
ch2_20141130_210037_168_s104-T1.jpg,1,20141130_210037,104,828,1,1
ch2_20141130_210037_168_s129-T1.jpg,1,20141130_210037,129,620,1,1
ch2_20141130_210037_168_s22-T1.jpg,1,20141130_210037,22,350,1,0
ch2_20141130_210037_168_s22-T2.jpg,2,20141130_210037,22,613,1,1
ch2_20141130_210037_168_s71-T1.jpg,1,20141130_210037,71,101,1,1
ch2_20141130_210037_168_s71-T2.jpg,2,20141130_210037,71,124,1,1
ch2_20141130_210037_168_s74-T1.jpg,1,20141130_210037,74,449,1,1
ch2_20141130_210537_310_s108-T1.jpg,1,20141130_210537,108,95,1,1
ch2_20141130_210537_310_s12-T1.jpg,1,20141130_210537,12,586,1,1
ch2_20141130_210537_310_s31-T1.jpg,1,20141130_210537,31,824,1,1
ch2_20141130_210537_310_s65-T1.jpg,1,20141130_210537,65,811,1,1
ch2_20141130_211037_458_s122-T1.jpg,1,20141130_211037,122,310,1,1
ch2_20141130_211037_458_s122-T2.jpg,2,20141130_211037,122,682,1,1
ch2_20141130_211037_458_s2-T1.jpg,1,20141130_211037,2,359,1,1
ch2_20141130_211037_458_s80-T1.jpg,1,20141130_211037,80,53,1,1
ch2_20141130_211037_458_s80-T2.jpg,2,20141130_211037,80,125,1,1
ch2_20141130_211537_605_s137-T1.jpg,1,20141130_211537,137,786,1,1
ch2_20141130_211537_605_s64-T1.jpg,1,20141130_211537,64,702,1,1
ch2_20141130_211537_605_s65-T1.jpg,1,20141130_211537,65,317,1,1
ch2_20141130_211537_605_s65-T2.jpg,2,20141130_211537,65,369,1,1
ch2_20141130_211537_605_s71-T1.jpg,1,20141130_211537,71,754,1,1
ch2_20141130_211537_605_s96-T1.jpg,1,20141130_211537,96,911,1,1
ch2_20141130_212037_752_s113-T1.jpg,1,20141130_212037,113,487,1,1
ch2_20141130_212037_752_s113-T2.jpg,2,20141130_212037,113,521,1,1
ch2_20141130_212037_752_s113-T3.jpg,3,20141130_212037,113,963,1,1
ch2_20141130_212037_752_s130-T1.jpg,1,20141130_212037,130,338,1,1
ch2_20141130_212037_752_s24-T1.jpg,1,20141130_212037,24,716,1,1
ch2_20141130_212037_752_s33-T1.jpg,1,20141130_212037,33,151,1,1
ch2_20141130_212537_893_s127-T1.jpg,1,20141130_212537,127,176,1,1
ch2_20141130_212537_893_s127-T2.jpg,2,20141130_212537,127,386,1,1
ch2_20141130_212537_893_s131-T1.jpg,1,20141130_212537,131,327,1,0
ch2_20141130_212537_893_s72-T1.jpg,1,20141130_212537,72,863,1,1
ch2_20141130_212537_893_s79-T1.jpg,1,20141130_212537,79,18,1,1
ch2_20141130_212537_893_s80-T1.jpg,1,20141130_212537,80,153,1,1
ch2_20141130_212537_893_s98-T1.jpg,1,20141130_212537,98,549,1,1
ch2_20141130_213038_039_s124-T1.jpg,1,20141130_213038,124,305,1,1
ch2_20141130_213038_039_s124-T2.jpg,2,20141130_213038,124,540,1,0
ch2_20141130_213038_039_s131-T1.jpg,1,20141130_213038,131,911,1,1
ch2_20141130_213038_039_s131-T2.jpg,2,20141130_213038,131,940,1,1
ch2_20141130_213038_039_s18-T1.jpg,1,20141130_213038,18,877,1,1
ch2_20141130_213038_039_s19-T1.jpg,1,20141130_213038,19,347,1,1
ch2_20141130_213038_039_s35-T1.jpg,1,20141130_213038,35,73,1,1
ch2_20141130_213038_039_s51-T1.jpg,1,20141130_213038,51,373,1,1
ch2_20141130_213038_039_s73-T1.jpg,1,20141130_213038,73,372,1,1
ch2_20141130_213538_181_s100-T1.jpg,1,20141130_213538,100,329,1,1
ch2_20141130_213538_181_s106-T1.jpg,1,20141130_213538,106,63,1,1
ch2_20141130_213538_181_s114-T1.jpg,1,20141130_213538,114,4,1,1
ch2_20141130_213538_181_s139-T1.jpg,1,20141130_213538,139,555,1,1
ch2_20141130_213538_181_s16-T1.jpg,1,20141130_213538,16,575,1,1
ch2_20141130_213538_181_s40-T1.jpg,1,20141130_213538,40,413,1,1
ch2_20141130_213538_181_s53-T1.jpg,1,20141130_213538,53,868,1,1
ch2_20141130_214038_324_s126-T1.jpg,1,20141130_214038,126,289,1,1
ch2_20141130_214038_324_s126-T2.jpg,2,20141130_214038,126,801,1,1
ch2_20141130_214038_324_s134-T1.jpg,1,20141130_214038,134,179,1,1
ch2_20141130_214038_324_s36-T1.jpg,1,20141130_214038,36,695,1,1
ch2_20141130_214038_324_s36-T2.jpg,2,20141130_214038,36,763,1,1
ch2_20141130_214038_324_s41-T1.jpg,1,20141130_214038,41,538,1,1
ch2_20141130_214038_324_s41-T2.jpg,2,20141130_214038,41,767,1,0
ch2_20141130_214038_324_s42-T1.jpg,1,20141130_214038,42,33,1,1
ch2_20141130_214038_324_s62-T1.jpg,1,20141130_214038,62,39,1,1
ch2_20141130_214038_324_s62-T2.jpg,2,20141130_214038,62,86,1,1
ch2_20141130_214538_463_s107-T1.jpg,1,20141130_214538,107,688,1,1
ch2_20141130_214538_463_s107-T2.jpg,2,20141130_214538,107,707,1,1
ch2_20141130_214538_463_s107-T3.jpg,3,20141130_214538,107,721,1,1
ch2_20141130_214538_463_s11-T1.jpg,1,20141130_214538,11,764,1,1
ch2_20141130_214538_463_s125-T1.jpg,1,20141130_214538,125,906,1,1
ch2_20141130_214538_463_s125-T2.jpg,2,20141130_214538,125,935,1,1
ch2_20141130_214538_463_s133-T1.jpg,1,20141130_214538,133,859,1,1
ch2_20141130_214538_463_s133-T2.jpg,2,20141130_214538,133,973,1,1
ch2_20141130_214538_463_s74-T1.jpg,1,20141130_214538,74,309,1,1
ch2_20141130_214538_463_s74-T2.jpg,2,20141130_214538,74,381,1,1
ch2_20141130_215038_608_s135-T1.jpg,1,20141130_215038,135,372,1,1
ch2_20141130_215038_608_s27-T1.jpg,1,20141130_215038,27,779,1,1
ch2_20141130_215038_608_s35-T1.jpg,1,20141130_215038,35,978,1,0
ch2_20141130_215038_608_s66-T1.jpg,1,20141130_215038,66,776,1,1
ch2_20141130_215038_608_s68-T1.jpg,1,20141130_215038,68,320,1,1
ch2_20141130_215038_608_s74-T1.jpg,1,20141130_215038,74,574,1,1
ch2_20141130_215538_748_s114-T1.jpg,1,20141130_215538,114,348,1,1
ch2_20141130_215538_748_s114-T2.jpg,2,20141130_215538,114,398,1,1
ch2_20141130_215538_748_s12-T1.jpg,1,20141130_215538,12,713,1,1
ch2_20141130_215538_748_s142-T1.jpg,1,20141130_215538,142,76,1,1
ch2_20141130_215538_748_s49-T1.jpg,1,20141130_215538,49,951,1,1
ch2_20141130_215538_748_s49-T2.jpg,2,20141130_215538,49,986,1,1
ch2_20141130_215538_748_s50-T1.jpg,1,20141130_215538,50,101,1,1
ch2_20141130_215538_748_s81-T1.jpg,1,20141130_215538,81,526,1,1
ch2_20141130_220038_896_s137-T1.jpg,1,20141130_220038,137,82,1,1
ch2_20141130_220038_896_s137-T2.jpg,2,20141130_220038,137,506,1,1
ch2_20141130_220038_896_s51-T1.jpg,1,20141130_220038,51,740,1,1
ch2_20141130_220038_896_s9-T1.jpg,1,20141130_220038,9,728,1,1
ch2_20141130_220038_896_s9-T2.jpg,2,20141130_220038,9,753,1,1
ch2_20141130_220038_896_s99-T1.jpg,1,20141130_220038,99,887,1,1
ch2_20141130_220539_044_s10-T1.jpg,1,20141130_220539,10,455,1,1
ch2_20141130_220539_044_s135-T1.jpg,1,20141130_220539,135,6,1,0
ch2_20141130_220539_044_s18-T1.jpg,1,20141130_220539,18,855,1,0
ch2_20141130_220539_044_s29-T1.jpg,1,20141130_220539,29,145,1,1
ch2_20141130_221039_190_s123-T1.jpg,1,20141130_221039,123,476,1,1
ch2_20141130_221039_190_s123-T2.jpg,2,20141130_221039,123,505,1,1
ch2_20141130_221039_190_s24-T1.jpg,1,20141130_221039,24,15,1,1
ch2_20141130_221039_190_s24-T2.jpg,2,20141130_221039,24,631,1,1
ch2_20141130_221039_190_s87-T1.jpg,1,20141130_221039,87,712,1,1
ch2_20141130_221039_190_s88-T1.jpg,1,20141130_221039,88,382,1,1
ch2_20141130_221039_190_s88-T2.jpg,2,20141130_221039,88,519,1,0
ch2_20141130_221539_340_s12-T1.jpg,1,20141130_221539,12,179,1,1
ch2_20141130_221539_340_s120-T1.jpg,1,20141130_221539,120,172,1,1
ch2_20141130_221539_340_s120-T2.jpg,2,20141130_221539,120,240,1,1
ch2_20141130_221539_340_s131-T1.jpg,1,20141130_221539,131,830,1,1
ch2_20141130_221539_340_s131-T2.jpg,2,20141130_221539,131,938,1,1
ch2_20141130_221539_340_s138-T1.jpg,1,20141130_221539,138,747,1,1
ch2_20141130_221539_340_s14-T1.jpg,1,20141130_221539,14,93,1,1
ch2_20141130_221539_340_s23-T1.jpg,1,20141130_221539,23,90,1,1
ch2_20141130_221539_340_s30-T1.jpg,1,20141130_221539,30,280,1,1
ch2_20141130_221539_340_s30-T2.jpg,2,20141130_221539,30,311,1,1
ch2_20141130_221539_340_s30-T3.jpg,3,20141130_221539,30,353,1,1
ch2_20141130_221539_340_s30-T4.jpg,4,20141130_221539,30,523,1,0
ch2_20141130_221539_340_s4-T1.jpg,1,20141130_221539,4,923,1,1
ch2_20141130_221539_340_s4-T2.jpg,2,20141130_221539,4,963,1,1
ch2_20141130_222039_485_s110-T1.jpg,1,20141130_222039,110,327,1,1
ch2_20141130_222039_485_s34-T1.jpg,1,20141130_222039,34,961,1,1
ch2_20141130_222039_485_s44-T1.jpg,1,20141130_222039,44,215,1,0
ch2_20141130_222039_485_s44-T2.jpg,2,20141130_222039,44,942,1,1
ch2_20141130_222039_485_s45-T1.jpg,1,20141130_222039,45,778,1,1
ch2_20141130_222039_485_s7-T1.jpg,1,20141130_222039,7,171,1,1
ch2_20141130_222039_485_s7-T2.jpg,2,20141130_222039,7,189,1,1
ch2_20141130_222039_485_s7-T3.jpg,3,20141130_222039,7,238,1,1
ch2_20141130_222039_485_s87-T1.jpg,1,20141130_222039,87,701,1,1
ch2_20141130_222039_485_s87-T2.jpg,2,20141130_222039,87,735,1,1
ch2_20141130_222039_485_s87-T3.jpg,3,20141130_222039,87,820,1,1
ch2_20141130_222039_485_s87-T4.jpg,4,20141130_222039,87,856,1,1
ch2_20141130_222539_625_s102-T1.jpg,1,20141130_222539,102,533,1,1
ch2_20141130_222539_625_s102-T2.jpg,2,20141130_222539,102,557,1,0
ch2_20141130_222539_625_s102-T3.jpg,3,20141130_222539,102,883,1,0
ch2_20141130_222539_625_s112-T1.jpg,1,20141130_222539,112,307,1,1
ch2_20141130_222539_625_s112-T2.jpg,2,20141130_222539,112,597,1,1
ch2_20141130_222539_625_s140-T1.jpg,1,20141130_222539,140,293,1,0
ch2_20141130_222539_625_s24-T1.jpg,1,20141130_222539,24,417,1,1
ch2_20141130_222539_625_s30-T1.jpg,1,20141130_222539,30,909,1,1
ch2_20141130_222539_625_s31-T1.jpg,1,20141130_222539,31,240,1,1
ch2_20141130_222539_625_s31-T2.jpg,2,20141130_222539,31,310,1,1
ch2_20141130_222539_625_s49-T1.jpg,1,20141130_222539,49,752,1,1
ch2_20141130_222539_625_s87-T1.jpg,1,20141130_222539,87,436,1,1
ch2_20141130_223039_767_s101-T1.jpg,1,20141130_223039,101,491,1,1
ch2_20141130_223039_767_s101-T2.jpg,2,20141130_223039,101,520,1,1
ch2_20141130_223039_767_s108-T1.jpg,1,20141130_223039,108,853,1,0
ch2_20141130_223039_767_s129-T1.jpg,1,20141130_223039,129,56,1,1
ch2_20141130_223039_767_s129-T2.jpg,2,20141130_223039,129,861,1,1
ch2_20141130_223039_767_s129-T3.jpg,3,20141130_223039,129,920,1,1
ch2_20141130_223039_767_s19-T1.jpg,1,20141130_223039,19,686,1,1
ch2_20141130_223039_767_s52-T1.jpg,1,20141130_223039,52,698,1,1
ch2_20141130_223539_916_s119-T1.jpg,1,20141130_223539,119,30,1,1
ch2_20141130_223539_916_s119-T2.jpg,2,20141130_223539,119,55,1,1
ch2_20141130_223539_916_s130-T1.jpg,1,20141130_223539,130,635,1,1
ch2_20141130_223539_916_s134-T1.jpg,1,20141130_223539,134,257,1,1
ch2_20141130_223539_916_s67-T1.jpg,1,20141130_223539,67,560,1,0
ch2_20141130_223539_916_s90-T1.jpg,1,20141130_223539,90,142,1,1
ch2_20141130_223539_916_s90-T2.jpg,2,20141130_223539,90,678,1,1
ch2_20141130_223539_916_s92-T1.jpg,1,20141130_223539,92,171,1,1
ch2_20141130_224040_064_s111-T1.jpg,1,20141130_224040,111,783,1,1
ch2_20141130_224040_064_s19-T1.jpg,1,20141130_224040,19,162,1,1
ch2_20141130_224040_064_s19-T2.jpg,2,20141130_224040,19,239,1,1
ch2_20141130_224040_064_s19-T3.jpg,3,20141130_224040,19,265,1,1
ch2_20141130_224040_064_s29-T1.jpg,1,20141130_224040,29,97,1,0
ch2_20141130_224040_064_s3-T1.jpg,1,20141130_224040,3,584,1,1
ch2_20141130_224040_064_s37-T1.jpg,1,20141130_224040,37,609,1,1
ch2_20141130_224540_213_s117-T1.jpg,1,20141130_224540,117,187,1,1
ch2_20141130_224540_213_s123-T1.jpg,1,20141130_224540,123,106,1,1
ch2_20141130_224540_213_s123-T2.jpg,2,20141130_224540,123,297,1,1
ch2_20141130_224540_213_s123-T3.jpg,3,20141130_224540,123,333,1,0
ch2_20141130_224540_213_s123-T4.jpg,4,20141130_224540,123,375,1,1
ch2_20141130_224540_213_s63-T1.jpg,1,20141130_224540,63,51,1,1
ch2_20141130_224540_213_s63-T2.jpg,2,20141130_224540,63,780,1,1
ch2_20141130_224540_213_s63-T3.jpg,3,20141130_224540,63,888,1,1
ch2_20141130_224540_213_s88-T1.jpg,1,20141130_224540,88,23,1,1
ch2_20141130_225040_354_s130-T1.jpg,1,20141130_225040,130,821,1,1
ch2_20141130_225040_354_s130-T2.jpg,2,20141130_225040,130,859,1,1
ch2_20141130_225040_354_s41-T1.jpg,1,20141130_225040,41,171,1,0
ch2_20141130_225040_354_s47-T1.jpg,1,20141130_225040,47,847,1,1
ch2_20141130_225040_354_s55-T1.jpg,1,20141130_225040,55,854,1,1
ch2_20141130_225040_354_s55-T2.jpg,2,20141130_225040,55,897,1,1
ch2_20141130_225040_354_s59-T1.jpg,1,20141130_225040,59,258,1,1
ch2_20141130_225040_354_s92-T1.jpg,1,20141130_225040,92,87,1,1
ch2_20141130_225040_354_s93-T1.jpg,1,20141130_225040,93,983,1,0
ch2_20141130_225040_354_s96-T1.jpg,1,20141130_225040,96,213,1,1
ch2_20141130_225540_493_s106-T1.jpg,1,20141130_225540,106,353,1,0
ch2_20141130_225540_493_s129-T1.jpg,1,20141130_225540,129,564,1,1
ch2_20141130_225540_493_s13-T1.jpg,1,20141130_225540,13,253,1,1
ch2_20141130_225540_493_s130-T1.jpg,1,20141130_225540,130,86,1,1
ch2_20141130_225540_493_s130-T2.jpg,2,20141130_225540,130,170,1,1
ch2_20141130_225540_493_s38-T1.jpg,1,20141130_225540,38,336,1,1
ch2_20141130_225540_493_s91-T1.jpg,1,20141130_225540,91,15,1,1
ch2_20141130_225540_493_s91-T2.jpg,2,20141130_225540,91,51,1,1
ch2_20141130_225540_493_s91-T3.jpg,3,20141130_225540,91,72,1,1
ch2_20141130_230040_639_s123-T1.jpg,1,20141130_230040,123,21,1,1
