image,event,date,second,milisecond,tweek,f_min<2kHz
ch2_20141130_050509_541_s120-T4.jpg,4,20141130_050509,120,436,1,1
ch2_20141130_050509_541_s120-T5.jpg,5,20141130_050509,120,534,1,1
ch2_20141130_050509_541_s123-T1.jpg,1,20141130_050509,123,87,1,1
ch2_20141130_050509_541_s123-T2.jpg,2,20141130_050509,123,277,1,1
ch2_20141130_050509_541_s128-T1.jpg,1,20141130_050509,128,983,1,1
ch2_20141130_050509_541_s129-T1.jpg,1,20141130_050509,129,66,1,1
ch2_20141130_050509_541_s55-T1.jpg,1,20141130_050509,55,362,1,0
ch2_20141130_050509_541_s55-T2.jpg,2,20141130_050509,55,401,1,1
ch2_20141130_050509_541_s70-T1.jpg,1,20141130_050509,70,742,1,1
ch2_20141130_050509_541_s87-T1.jpg,1,20141130_050509,87,528,1,1
ch2_20141130_051009_682_s109-T1.jpg,1,20141130_051009,109,582,1,1
ch2_20141130_051009_682_s110-T1.jpg,1,20141130_051009,110,451,1,1
ch2_20141130_051009_682_s111-T1.jpg,1,20141130_051009,111,564,1,1
ch2_20141130_051009_682_s137-T1.jpg,1,20141130_051009,137,178,1,1
ch2_20141130_051009_682_s30-T1.jpg,1,20141130_051009,30,30,1,1
ch2_20141130_051009_682_s47-T1.jpg,1,20141130_051009,47,209,1,1
ch2_20141130_051009_682_s49-T1.jpg,1,20141130_051009,49,536,1,1
ch2_20141130_051509_826_s113-T1.jpg,1,20141130_051509,113,768,1,1
ch2_20141130_051509_826_s118-T1.jpg,1,20141130_051509,118,994,1,1
ch2_20141130_051509_826_s47-T1.jpg,1,20141130_051509,47,605,1,1
ch2_20141130_051509_826_s52-T1.jpg,1,20141130_051509,52,728,1,1
ch2_20141130_051509_826_s83-T1.jpg,1,20141130_051509,83,664,1,1
ch2_20141130_051509_826_s84-T1.jpg,1,20141130_051509,84,557,1,1
ch2_20141130_052009_964_s100-T1.jpg,1,20141130_052009,100,109,1,1
ch2_20141130_052009_964_s100-T2.jpg,2,20141130_052009,100,102,1,1
ch2_20141130_052009_964_s131-T1.jpg,1,20141130_052009,131,830,1,0
ch2_20141130_052009_964_s17-T1.jpg,1,20141130_052009,17,157,1,1
ch2_20141130_052009_964_s71-T1.jpg,1,20141130_052009,71,457,1,1
ch2_20141130_052009_964_s71-T2.jpg,2,20141130_052009,71,652,1,1
ch2_20141130_052510_107_s133-T1.jpg,1,20141130_052510,133,472,1,1
ch2_20141130_052510_107_s38-T1.jpg,1,20141130_052510,38,70,1,1
ch2_20141130_052510_107_s73-T1.jpg,1,20141130_052510,73,373,1,1
ch2_20141130_053010_244_s127-T1.jpg,1,20141130_053010,127,486,1,1
ch2_20141130_053010_244_s19-T1.jpg,1,20141130_053010,19,140,1,1
ch2_20141130_053010_244_s28-T1.jpg,1,20141130_053010,28,296,1,1
ch2_20141130_053010_244_s28-T2.jpg,2,20141130_053010,28,396,1,1
ch2_20141130_053010_244_s46-T1.jpg,1,20141130_053010,46,721,1,1
ch2_20141130_053010_244_s82-T1.jpg,1,20141130_053010,82,291,1,1
ch2_20141130_053510_393_s2-T1.jpg,1,20141130_053510,2,562,1,1
ch2_20141130_053510_393_s35-T1.jpg,1,20141130_053510,35,723,1,1
ch2_20141130_053510_393_s99-T1.jpg,1,20141130_053510,99,540,1,1
ch2_20141130_054010_540_s50-T1.jpg,1,20141130_054010,50,70,1,1
ch2_20141130_054010_540_s52-T1.jpg,1,20141130_054010,52,374,1,1
ch2_20141130_054010_540_s67-T1.jpg,1,20141130_054010,67,874,1,1
ch2_20141130_054010_540_s86-T1.jpg,1,20141130_054010,86,615,1,1
ch2_20141130_054010_540_s90-T1.jpg,1,20141130_054010,90,87,1,1
ch2_20141130_054510_684_s121-T1.jpg,1,20141130_054510,121,787,1,1
ch2_20141130_054510_684_s57-T1.jpg,1,20141130_054510,57,935,1,1
ch2_20141130_054510_684_s57-T2.jpg,2,20141130_054510,57,946,1,1
ch2_20141130_054510_684_s59-T1.jpg,1,20141130_054510,59,364,1,1
ch2_20141130_054510_684_s63-T1.jpg,1,20141130_054510,63,546,1,1
ch2_20141130_054510_684_s63-T2.jpg,2,20141130_054510,63,609,1,1
ch2_20141130_055010_829_s14-T1.jpg,1,20141130_055010,14,653,1,1
ch2_20141130_055510_971_s53-T1.jpg,1,20141130_055510,53,538,1,1
ch2_20141130_055510_971_s59-T1.jpg,1,20141130_055510,59,683,1,1
ch2_20141130_055510_971_s59-T2.jpg,2,20141130_055510,59,705,1,1
ch2_20141130_060011_111_s136-T1.jpg,1,20141130_060011,136,139,1,1
ch2_20141130_060011_111_s28-T1.jpg,1,20141130_060011,28,918,1,1
ch2_20141130_060511_250_s100-T1.jpg,1,20141130_060511,100,324,1,1
ch2_20141130_060511_250_s133-T1.jpg,1,20141130_060511,133,789,1,1
ch2_20141130_061011_394_s37-T1.jpg,1,20141130_061011,37,157,1,1
ch2_20141130_061011_394_s37-T2.jpg,2,20141130_061011,37,180,1,1
ch2_20141130_061011_394_s37-T3.jpg,3,20141130_061011,37,680,1,1
ch2_20141130_061011_394_s89-T1.jpg,1,20141130_061011,89,652,1,1
ch2_20141130_061511_535_s2-T1.jpg,1,20141130_061511,2,411,1,1
ch2_20141130_062011_678_s42-T1.jpg,1,20141130_062011,42,941,1,1
ch2_20141130_062511_819_s80-T1.jpg,1,20141130_062511,80,915,1,1
ch2_20141130_083515_538_s137-T1.jpg,1,20141130_083515,137,394,1,1
ch2_20141130_110019_661_s96-T1.jpg,1,20141130_110019,96,985,1,1
ch2_20141130_113020_524_s116-T1.jpg,1,20141130_113020,116,315,1,1
ch2_20141130_113520_666_s134-T1.jpg,1,20141130_113520,134,481,1,1
ch2_20141130_113520_666_s58-T1.jpg,1,20141130_113520,58,802,1,1
ch2_20141130_121021_663_s84-T1.jpg,1,20141130_121021,84,597,1,1
ch2_20141130_124522_654_s136-T1.jpg,1,20141130_124522,136,671,1,1
ch2_20141130_130523_221_s11-T1.jpg,1,20141130_130523,11,106,1,1
ch2_20141130_130523_221_s21-T1.jpg,1,20141130_130523,21,322,1,1
ch2_20141130_134524_372_s15-T1.jpg,1,20141130_134524,15,202,1,1
ch2_20141130_134524_372_s44-T1.jpg,1,20141130_134524,44,5,1,1
ch2_20141130_135024_512_s110-T1.jpg,1,20141130_135024,110,311,1,1
ch2_20141130_135024_512_s83-T1.jpg,1,20141130_135024,83,254,1,1
ch2_20141130_140024_794_s107-T1.jpg,1,20141130_140024,107,946,1,1
ch2_20141130_142025_372_s27-T1.jpg,1,20141130_142025,27,739,1,1
ch2_20141130_144025_949_s48-T1.jpg,1,20141130_144025,48,728,1,1
ch2_20141130_144526_088_s127-T1.jpg,1,20141130_144526,127,614,1,1
ch2_20141130_144526_088_s38-T1.jpg,1,20141130_144526,38,476,1,1
ch2_20141130_144526_088_s42-T1.jpg,1,20141130_144526,42,773,1,1
ch2_20141130_145026_229_s106-T1.jpg,1,20141130_145026,106,182,1,1
ch2_20141130_145026_229_s107-T1.jpg,1,20141130_145026,107,825,1,1
ch2_20141130_145026_229_s38-T1.jpg,1,20141130_145026,38,620,1,1
ch2_20141130_145526_367_s135-T1.jpg,1,20141130_145526,135,140,1,1
ch2_20141130_145526_367_s31-T1.jpg,1,20141130_145526,31,183,1,1
ch2_20141130_150026_513_s106-T1.jpg,1,20141130_150026,106,980,1,1
ch2_20141130_150026_513_s84-T1.jpg,1,20141130_150026,84,880,1,1
ch2_20141130_150526_658_s24-T1.jpg,1,20141130_150526,24,53,1,1
ch2_20141130_152027_082_s20-T1.jpg,1,20141130_152027,20,368,1,1
ch2_20141130_153527_516_s75-T1.jpg,1,20141130_153527,75,693,1,1
ch2_20141130_153527_516_s75-T2.jpg,2,20141130_153527,75,720,1,1
ch2_20141130_154027_664_s45-T1.jpg,1,20141130_154027,45,833,1,1
ch2_20141130_154527_808_s102-T1.jpg,1,20141130_154527,102,786,1,1
ch2_20141130_155027_944_s43-T1.jpg,1,20141130_155027,43,4,1,1
ch2_20141130_155027_944_s47-T1.jpg,1,20141130_155027,47,568,1,1
ch2_20141130_155528_090_s119-T1.jpg,1,20141130_155528,119,372,1,1
ch2_20141130_155528_090_s67-T1.jpg,1,20141130_155528,67,934,1,1
ch2_20141130_160028_231_s3-T1.jpg,1,20141130_160028,3,806,1,1
ch2_20141130_160528_372_s132-T1.jpg,1,20141130_160528,132,771,1,1
ch2_20141130_160528_372_s78-T1.jpg,1,20141130_160528,78,72,1,1
ch2_20141130_161028_516_s104-T1.jpg,1,20141130_161028,104,443,1,1
ch2_20141130_161028_516_s109-T1.jpg,1,20141130_161028,109,814,1,1
ch2_20141130_161028_516_s24-T1.jpg,1,20141130_161028,24,472,1,1
ch2_20141130_161028_516_s80-T1.jpg,1,20141130_161028,80,508,1,1
ch2_20141130_161528_669_s50-T1.jpg,1,20141130_161528,50,863,1,1
ch2_20141130_161528_669_s7-T1.jpg,1,20141130_161528,7,81,1,1
ch2_20141130_162028_814_s128-T1.jpg,1,20141130_162028,128,982,1,1
ch2_20141130_162028_814_s35-T1.jpg,1,20141130_162028,35,148,1,1
ch2_20141130_162028_814_s49-T1.jpg,1,20141130_162028,49,390,1,1
ch2_20141130_162028_814_s52-T1.jpg,1,20141130_162028,52,662,1,1
ch2_20141130_162028_814_s53-T1.jpg,1,20141130_162028,53,982,1,1
ch2_20141130_162028_814_s85-T1.jpg,1,20141130_162028,85,804,1,1
ch2_20141130_162528_964_s110-T1.jpg,1,20141130_162528,110,571,1,1
ch2_20141130_162528_964_s123-T1.jpg,1,20141130_162528,123,163,1,1
ch2_20141130_162528_964_s130-T1.jpg,1,20141130_162528,130,269,1,1
ch2_20141130_162528_964_s134-T1.jpg,1,20141130_162528,134,954,1,1
ch2_20141130_162528_964_s134-T2.jpg,2,20141130_162528,134,978,1,1
ch2_20141130_163029_106_s102-T1.jpg,1,20141130_163029,102,607,1,1
ch2_20141130_163029_106_s106-T1.jpg,1,20141130_163029,106,904,1,1
ch2_20141130_163029_106_s113-T1.jpg,1,20141130_163029,113,342,1,1
ch2_20141130_163029_106_s137-T1.jpg,1,20141130_163029,137,239,1,1
ch2_20141130_163029_106_s140-T1.jpg,1,20141130_163029,140,800,1,1
ch2_20141130_163029_106_s17-T1.jpg,1,20141130_163029,17,770,1,1
ch2_20141130_163029_106_s21-T1.jpg,1,20141130_163029,21,127,1,1
ch2_20141130_163029_106_s48-T1.jpg,1,20141130_163029,48,855,1,1
ch2_20141130_163529_251_s103-T1.jpg,1,20141130_163529,103,658,1,1
ch2_20141130_163529_251_s133-T1.jpg,1,20141130_163529,133,97,1,0
ch2_20141130_163529_251_s25-T1.jpg,1,20141130_163529,25,49,1,1
ch2_20141130_163529_251_s45-T1.jpg,1,20141130_163529,45,536,1,1
ch2_20141130_163529_251_s47-T1.jpg,1,20141130_163529,47,14,1,1
ch2_20141130_163529_251_s49-T1.jpg,1,20141130_163529,49,384,1,1
ch2_20141130_163529_251_s49-T2.jpg,2,20141130_163529,49,866,1,1
ch2_20141130_163529_251_s68-T1.jpg,1,20141130_163529,68,935,1,1
ch2_20141130_163529_251_s68-T2.jpg,2,20141130_163529,68,975,1,1
ch2_20141130_164029_395_s126-T1.jpg,1,20141130_164029,126,153,1,1
ch2_20141130_164029_395_s130-T1.jpg,1,20141130_164029,130,968,1,1
ch2_20141130_164029_395_s16-T1.jpg,1,20141130_164029,16,806,1,1
ch2_20141130_164029_395_s22-T1.jpg,1,20141130_164029,22,512,1,1
ch2_20141130_164029_395_s22-T2.jpg,2,20141130_164029,22,567,1,1
ch2_20141130_164029_395_s67-T1.jpg,1,20141130_164029,67,98,1,1
ch2_20141130_164029_395_s84-T1.jpg,1,20141130_164029,84,160,1,1
ch2_20141130_164529_540_s109-T1.jpg,1,20141130_164529,109,172,1,1
ch2_20141130_164529_540_s111-T1.jpg,1,20141130_164529,111,562,1,1
ch2_20141130_164529_540_s111-T2.jpg,2,20141130_164529,111,584,1,1
ch2_20141130_164529_540_s13-T1.jpg,1,20141130_164529,13,680,1,1
ch2_20141130_164529_540_s13-T2.jpg,2,20141130_164529,13,862,1,1
ch2_20141130_164529_540_s25-T1.jpg,1,20141130_164529,25,56,1,1
ch2_20141130_164529_540_s42-T1.jpg,1,20141130_164529,42,33,1,1
ch2_20141130_164529_540_s65-T1.jpg,1,20141130_164529,65,754,1,1
ch2_20141130_164529_540_s67-T1.jpg,1,20141130_164529,67,650,1,1
ch2_20141130_164529_540_s76-T1.jpg,1,20141130_164529,76,166,1,1
ch2_20141130_164529_540_s76-T2.jpg,2,20141130_164529,76,230,1,1
ch2_20141130_165029_685_s10-T1.jpg,1,20141130_165029,10,973,1,0
ch2_20141130_165029_685_s106-T1.jpg,1,20141130_165029,106,714,1,1
ch2_20141130_165029_685_s106-T2.jpg,2,20141130_165029,106,958,1,1
ch2_20141130_165029_685_s26-T1.jpg,1,20141130_165029,26,932,1,1
ch2_20141130_165029_685_s36-T1.jpg,1,20141130_165029,36,768,1,0
ch2_20141130_165029_685_s38-T1.jpg,1,20141130_165029,38,6,1,1
ch2_20141130_165029_685_s41-T1.jpg,1,20141130_165029,41,968,1,1
ch2_20141130_165029_685_s99-T1.jpg,1,20141130_165029,99,51,1,1
ch2_20141130_165529_829_s110-T1.jpg,1,20141130_165529,110,352,1,1
ch2_20141130_165529_829_s110-T2.jpg,2,20141130_165529,110,372,1,1
ch2_20141130_165529_829_s133-T1.jpg,1,20141130_165529,133,938,1,1
ch2_20141130_165529_829_s134-T1.jpg,1,20141130_165529,134,3,1,0
ch2_20141130_165529_829_s134-T2.jpg,2,20141130_165529,134,615,1,1
ch2_20141130_165529_829_s24-T1.jpg,1,20141130_165529,24,528,1,1
ch2_20141130_165529_829_s45-T1.jpg,1,20141130_165529,45,375,1,1
ch2_20141130_165529_829_s74-T1.jpg,1,20141130_165529,74,110,1,1
ch2_20141130_165529_829_s74-T2.jpg,2,20141130_165529,74,143,1,1
ch2_20141130_165529_829_s74-T3.jpg,3,20141130_165529,74,194,1,1
ch2_20141130_165529_829_s74-T4.jpg,4,20141130_165529,74,213,1,1
ch2_20141130_165529_829_s94-T1.jpg,1,20141130_165529,94,100,1,1
ch2_20141130_170029_980_s116-T1.jpg,1,20141130_170029,116,602,1,1
ch2_20141130_170029_980_s116-T2.jpg,2,20141130_170029,116,764,1,1
ch2_20141130_170029_980_s134-T1.jpg,1,20141130_170029,134,222,1,1
ch2_20141130_170029_980_s140-T1.jpg,1,20141130_170029,140,759,1,1
ch2_20141130_170029_980_s39-T1.jpg,1,20141130_170029,39,742,1,1
ch2_20141130_170029_980_s53-T1.jpg,1,20141130_170029,53,54,1,1
ch2_20141130_170029_980_s64-T1.jpg,1,20141130_170029,64,579,1,1
ch2_20141130_170029_980_s64-T2.jpg,2,20141130_170029,64,801,1,1
ch2_20141130_170029_980_s69-T1.jpg,1,20141130_170029,69,11,1,1
ch2_20141130_170029_980_s69-T2.jpg,2,20141130_170029,69,781,1,1
ch2_20141130_170029_980_s91-T1.jpg,1,20141130_170029,91,386,1,1
ch2_20141130_170029_980_s91-T2.jpg,2,20141130_170029,91,403,1,1
ch2_20141130_170530_120_s105-T1.jpg,1,20141130_170530,105,536,1,1
ch2_20141130_170530_120_s11-T1.jpg,1,20141130_170530,11,832,1,1
ch2_20141130_170530_120_s11-T2.jpg,2,20141130_170530,11,852,1,1
ch2_20141130_170530_120_s26-T1.jpg,1,20141130_170530,26,539,1,1
ch2_20141130_170530_120_s4-T1.jpg,1,20141130_170530,4,867,1,1
ch2_20141130_170530_120_s61-T1.jpg,1,20141130_170530,61,880,1,0
ch2_20141130_170530_120_s89-T1.jpg,1,20141130_170530,89,970,1,0
ch2_20141130_171030_263_s131-T1.jpg,1,20141130_171030,131,915,1,1
ch2_20141130_171030_263_s2-T1.jpg,1,20141130_171030,2,457,1,1
ch2_20141130_171030_263_s46-T1.jpg,1,20141130_171030,46,235,1,1
ch2_20141130_171030_263_s48-T1.jpg,1,20141130_171030,48,884,1,1
ch2_20141130_171030_263_s7-T1.jpg,1,20141130_171030,7,96,1,1
ch2_20141130_171030_263_s7-T2.jpg,2,20141130_171030,7,178,1,1
ch2_20141130_171030_263_s75-T1.jpg,1,20141130_171030,75,623,1,1
ch2_20141130_171030_263_s75-T2.jpg,2,20141130_171030,75,690,1,1
ch2_20141130_171030_263_s75-T3.jpg,3,20141130_171030,75,848,1,1
ch2_20141130_171030_263_s88-T1.jpg,1,20141130_171030,88,384,1,1
ch2_20141130_171530_408_s111-T1.jpg,1,20141130_171530,111,730,1,1
ch2_20141130_171530_408_s128-T1.jpg,1,20141130_171530,128,887,1,1
ch2_20141130_171530_408_s137-checkpoint-T1.jpg,1,20141130_171530,137-checkpoint,99,1,1
ch2_20141130_171530_408_s137-T1.jpg,1,20141130_171530,137,99,1,1
ch2_20141130_171530_408_s138-T1.jpg,1,20141130_171530,138,123,1,1
ch2_20141130_171530_408_s138-T2.jpg,2,20141130_171530,138,169,1,1
ch2_20141130_171530_408_s138-T3.jpg,3,20141130_171530,138,203,1,1
ch2_20141130_171530_408_s2-T1.jpg,1,20141130_171530,2,366,1,1
ch2_20141130_171530_408_s58-T1.jpg,1,20141130_171530,58,223,1,1
ch2_20141130_171530_408_s73-checkpoint-T1.jpg,1,20141130_171530,73-checkpoint,725,1,1
ch2_20141130_171530_408_s73-T1.jpg,1,20141130_171530,73,725,1,1
ch2_20141130_172030_556_s142-T1.jpg,1,20141130_172030,142,205,1,1
ch2_20141130_172030_556_s37-T1.jpg,1,20141130_172030,37,24,1,1
ch2_20141130_172530_703_s131-T1.jpg,1,20141130_172530,131,785,1,1
ch2_20141130_172530_703_s15-T1.jpg,1,20141130_172530,15,215,1,1
ch2_20141130_172530_703_s28-T1.jpg,1,20141130_172530,28,801,1,1
ch2_20141130_172530_703_s90-T1.jpg,1,20141130_172530,90,205,1,1
ch2_20141130_173030_842_s104-T1.jpg,1,20141130_173030,104,127,1,1
ch2_20141130_173030_842_s104-T2.jpg,2,20141130_173030,104,216,1,1
ch2_20141130_173030_842_s109-T1.jpg,1,20141130_173030,109,411,1,1
ch2_20141130_173030_842_s109-T2.jpg,2,20141130_173030,109,600,1,1
ch2_20141130_173030_842_s124-T1.jpg,1,20141130_173030,124,709,1,1
ch2_20141130_173030_842_s138-T1.jpg,1,20141130_173030,138,169,1,1
ch2_20141130_173030_842_s138-T2.jpg,2,20141130_173030,138,276,1,1
ch2_20141130_173030_842_s138-T3.jpg,3,20141130_173030,138,507,1,1
ch2_20141130_173030_842_s19-T1.jpg,1,20141130_173030,19,375,1,1
ch2_20141130_173030_842_s84-T1.jpg,1,20141130_173030,84,936,1,1
ch2_20141130_173530_987_s117-T1.jpg,1,20141130_173530,117,434,1,1
ch2_20141130_173530_987_s129-T1.jpg,1,20141130_173530,129,686,1,1
ch2_20141130_173530_987_s32-T1.jpg,1,20141130_173530,32,475,1,1
ch2_20141130_173530_987_s37-T1.jpg,1,20141130_173530,37,79,1,1
ch2_20141130_173530_987_s37-T2.jpg,2,20141130_173530,37,438,1,1
ch2_20141130_173530_987_s62-T1.jpg,1,20141130_173530,62,662,1,1
ch2_20141130_173530_987_s91-T1.jpg,1,20141130_173530,91,275,1,0
ch2_20141130_174031_139_s12-T1.jpg,1,20141130_174031,12,662,1,1
ch2_20141130_174031_139_s12-T2.jpg,2,20141130_174031,12,714,1,1
ch2_20141130_174031_139_s130-T1.jpg,1,20141130_174031,130,214,1,1
ch2_20141130_174031_139_s5-T1.jpg,1,20141130_174031,5,113,1,1
ch2_20141130_174031_139_s5-T2.jpg,2,20141130_174031,5,260,1,1
ch2_20141130_174031_139_s75-T1.jpg,1,20141130_174031,75,70,1,1
ch2_20141130_174031_139_s75-T2.jpg,2,20141130_174031,75,267,1,1
ch2_20141130_174531_288_s102-T1.jpg,1,20141130_174531,102,678,1,1
ch2_20141130_174531_288_s102-T2.jpg,2,20141130_174531,102,835,1,1
ch2_20141130_174531_288_s19-T1.jpg,1,20141130_174531,19,306,1,1
ch2_20141130_174531_288_s36-T1.jpg,1,20141130_174531,36,621,1,1
ch2_20141130_174531_288_s98-T1.jpg,1,20141130_174531,98,153,1,1
ch2_20141130_175031_427_s13-T1.jpg,1,20141130_175031,13,384,1,1
ch2_20141130_175031_427_s43-T1.jpg,1,20141130_175031,43,87,1,1
ch2_20141130_175031_427_s43-T2.jpg,2,20141130_175031,43,607,1,1
ch2_20141130_175531_570_s135-T1.jpg,1,20141130_175531,135,864,1,1
ch2_20141130_175531_570_s33-T1.jpg,1,20141130_175531,33,281,1,1
ch2_20141130_175531_570_s56-T1.jpg,1,20141130_175531,56,682,1,1
ch2_20141130_175531_570_s56-T2.jpg,2,20141130_175531,56,828,1,1
ch2_20141130_175531_570_s67-T1.jpg,1,20141130_175531,67,662,1,1
ch2_20141130_175531_570_s75-T1.jpg,1,20141130_175531,75,610,1,1
ch2_20141130_180031_716_s105-T1.jpg,1,20141130_180031,105,329,1,1
ch2_20141130_180031_716_s105-T2.jpg,2,20141130_180031,105,384,1,1
ch2_20141130_180031_716_s27-T1.jpg,1,20141130_180031,27,461,1,1
ch2_20141130_180031_716_s31-T1.jpg,1,20141130_180031,31,341,1,1
ch2_20141130_180031_716_s32-T1.jpg,1,20141130_180031,32,410,1,1
ch2_20141130_180031_716_s32-T2.jpg,2,20141130_180031,32,536,1,1
ch2_20141130_180031_716_s65-T1.jpg,1,20141130_180031,65,272,1,1
ch2_20141130_180531_853_s108-T1.jpg,1,20141130_180531,108,507,1,1
ch2_20141130_180531_853_s108-T2.jpg,2,20141130_180531,108,922,1,1
ch2_20141130_180531_853_s55-T1.jpg,1,20141130_180531,55,513,1,1
ch2_20141130_180531_853_s9-T1.jpg,1,20141130_180531,9,251,1,1
ch2_20141130_180531_853_s9-T2.jpg,2,20141130_180531,9,441,1,1
ch2_20141130_181031_997_s132-T1.jpg,1,20141130_181031,132,952,1,1
ch2_20141130_181031_997_s132-T2.jpg,2,20141130_181031,132,985,1,1
ch2_20141130_181031_997_s22-T1.jpg,1,20141130_181031,22,137,1,1
ch2_20141130_181031_997_s23-T1.jpg,1,20141130_181031,23,664,1,1
ch2_20141130_181031_997_s23-T2.jpg,2,20141130_181031,23,681,1,1
ch2_20141130_181031_997_s23-T3.jpg,3,20141130_181031,23,697,1,1
ch2_20141130_181031_997_s26-T1.jpg,1,20141130_181031,26,19,1,1
ch2_20141130_181031_997_s70-T1.jpg,1,20141130_181031,70,450,1,1
ch2_20141130_181031_997_s93-T1.jpg,1,20141130_181031,93,108,1,1
ch2_20141130_181532_137_s100-T1.jpg,1,20141130_181532,100,975,1,1
ch2_20141130_181532_137_s106-T1.jpg,1,20141130_181532,106,538,1,1
ch2_20141130_181532_137_s109-T1.jpg,1,20141130_181532,109,288,1,1
ch2_20141130_181532_137_s109-T2.jpg,2,20141130_181532,109,490,1,1
ch2_20141130_181532_137_s114-T1.jpg,1,20141130_181532,114,980,1,1
ch2_20141130_181532_137_s16-T1.jpg,1,20141130_181532,16,565,1,0
ch2_20141130_181532_137_s16-T2.jpg,2,20141130_181532,16,858,1,1
ch2_20141130_181532_137_s31-T1.jpg,1,20141130_181532,31,957,1,1
ch2_20141130_181532_137_s38-T1.jpg,1,20141130_181532,38,94,1,1
ch2_20141130_181532_137_s38-T2.jpg,2,20141130_181532,38,153,1,1
ch2_20141130_181532_137_s38-T3.jpg,3,20141130_181532,38,175,1,1
ch2_20141130_181532_137_s49-T1.jpg,1,20141130_181532,49,121,1,1
ch2_20141130_181532_137_s49-T2.jpg,2,20141130_181532,49,389,1,1
ch2_20141130_181532_137_s58-T1.jpg,1,20141130_181532,58,647,1,1
ch2_20141130_182032_278_s123-T1.jpg,1,20141130_182032,123,987,1,1
ch2_20141130_182032_278_s28-T1.jpg,1,20141130_182032,28,157,1,1
ch2_20141130_182032_278_s28-T2.jpg,2,20141130_182032,28,180,1,1
ch2_20141130_182032_278_s28-T3.jpg,3,20141130_182032,28,526,1,1
ch2_20141130_182032_278_s49-T1.jpg,1,20141130_182032,49,176,1,1
ch2_20141130_182032_278_s49-T2.jpg,2,20141130_182032,49,294,1,1
ch2_20141130_182032_278_s54-T1.jpg,1,20141130_182032,54,929,1,1
ch2_20141130_182032_278_s98-T1.jpg,1,20141130_182032,98,739,1,1
ch2_20141130_182032_278_s98-T2.jpg,2,20141130_182032,98,834,1,1
ch2_20141130_182532_423_s100-T1.jpg,1,20141130_182532,100,136,1,1
ch2_20141130_182532_423_s118-T1.jpg,1,20141130_182532,118,5,1,1
ch2_20141130_182532_423_s15-T1.jpg,1,20141130_182532,15,378,1,1
ch2_20141130_182532_423_s26-T1.jpg,1,20141130_182532,26,301,1,1
ch2_20141130_182532_423_s32-T1.jpg,1,20141130_182532,32,386,1,1
ch2_20141130_182532_423_s83-T1.jpg,1,20141130_182532,83,598,1,1
ch2_20141130_183032_573_s25-T1.jpg,1,20141130_183032,25,245,1,1
ch2_20141130_183032_573_s33-T1.jpg,1,20141130_183032,33,405,1,1
ch2_20141130_183032_573_s34-T1.jpg,1,20141130_183032,34,182,1,1
ch2_20141130_183032_573_s34-T2.jpg,2,20141130_183032,34,206,1,1
ch2_20141130_183032_573_s46-T1.jpg,1,20141130_183032,46,194,1,1
ch2_20141130_183032_573_s46-T2.jpg,2,20141130_183032,46,775,1,1
ch2_20141130_183032_573_s76-T1.jpg,1,20141130_183032,76,338,1,1
ch2_20141130_183032_573_s91-T1.jpg,1,20141130_183032,91,892,1,1
ch2_20141130_183032_573_s91-T2.jpg,2,20141130_183032,91,950,1,1
ch2_20141130_183532_716_s10-T1.jpg,1,20141130_183532,10,283,1,1
ch2_20141130_183532_716_s10-T2.jpg,2,20141130_183532,10,313,1,1
ch2_20141130_183532_716_s10-T3.jpg,3,20141130_183532,10,382,1,1
ch2_20141130_183532_716_s119-T1.jpg,1,20141130_183532,119,847,1,1
ch2_20141130_183532_716_s14-T1.jpg,1,20141130_183532,14,787,1,1
ch2_20141130_183532_716_s24-T1.jpg,1,20141130_183532,24,329,1,1
ch2_20141130_183532_716_s24-T2.jpg,2,20141130_183532,24,355,1,1
ch2_20141130_183532_716_s24-T3.jpg,3,20141130_183532,24,401,1,1
ch2_20141130_183532_716_s43-T1.jpg,1,20141130_183532,43,930,1,1
ch2_20141130_183532_716_s43-T2.jpg,2,20141130_183532,43,949,1,1
ch2_20141130_183532_716_s43-T3.jpg,3,20141130_183532,43,965,1,1
ch2_20141130_183532_716_s44-T1.jpg,1,20141130_183532,44,103,1,1
ch2_20141130_183532_716_s44-T2.jpg,2,20141130_183532,44,343,1,1
ch2_20141130_183532_716_s63-T1.jpg,1,20141130_183532,63,798,1,1
ch2_20141130_183532_716_s82-T1.jpg,1,20141130_183532,82,683,1,1
ch2_20141130_184032_858_s28-T1.jpg,1,20141130_184032,28,346,1,1
ch2_20141130_184032_858_s56-T1.jpg,1,20141130_184032,56,740,1,1
ch2_20141130_184032_858_s76-T1.jpg,1,20141130_184032,76,481,1,1
ch2_20141130_184032_858_s88-T1.jpg,1,20141130_184032,88,721,1,1
ch2_20141130_184533_006_s109-T1.jpg,1,20141130_184533,109,554,1,1
ch2_20141130_184533_006_s121-T1.jpg,1,20141130_184533,121,210,1,1
ch2_20141130_184533_006_s124-T1.jpg,1,20141130_184533,124,274,1,1
ch2_20141130_184533_006_s19-T1.jpg,1,20141130_184533,19,476,1,1
ch2_20141130_184533_006_s23-T1.jpg,1,20141130_184533,23,272,1,1
ch2_20141130_184533_006_s23-T2.jpg,2,20141130_184533,23,347,1,0
ch2_20141130_184533_006_s34-T1.jpg,1,20141130_184533,34,192,1,1
ch2_20141130_184533_006_s34-T2.jpg,2,20141130_184533,34,723,1,1
